,Unnamed: 0,row,set,Start_Lat,Start_Lng,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Severity,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindSpeed(mph),Precipitation(in),Duration_hours,Rain_Event,Snow_Event,Fog_Event,Thunderstorm_Event,Hail_Event,Tornado_Event
12,12,255,0,0.6681486263415278,1.0789479230970984,0.3922255322612794,-0.7066210688476964,0.9457002797584834,1.3898404012085974,-0.1468592457865423,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.06082460349289,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
13,13,255,0,0.6933899477204615,1.0795558138740815,0.2356866524594809,-0.7066210688476964,0.4862445951940629,1.3898404012085974,-0.1468592457865423,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.06082460349289,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,-0.0068079150405992,0.0,0.0,0.0,0.0,0.0,0.0
14,14,255,0,0.6947079933381543,1.0824131042231446,0.4845433159936769,-0.7066210688476964,0.4862445951940629,1.3898404012085974,-0.1468592457865423,-1.3136494210474905,-1.210880886656743,-0.2206028388467066,1.214947184618295,0.4565017600722513,-0.1893333491711743,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
15,15,255,0,0.6981363691956414,1.0859368919564114,-0.3061785645166274,-0.7066210688476964,-0.4326667739347779,1.3898404012085974,-1.4555799416646498,-1.3136494210474905,-1.210880886656743,-0.2206028388467066,1.214947184618295,0.4565017600722513,-0.1893333491711743,-0.1028233879668304,1.0886633392855944,0.0,0.0,0.0,0.0,0.0,0.0
16,16,255,0,0.6772075534884486,1.0776877937430314,-0.5831318678653997,-0.7066210688476964,-0.4326667739347779,0.1037740961307769,-1.4555799416646498,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.06082460349289,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
17,17,255,0,0.7040288422647908,1.0834845517295355,0.8096624174702902,-0.7066210688476964,0.4862445951940629,0.1037740961307769,-0.1468592457865423,-1.3136494210474905,-1.210880886656743,-0.2206028388467066,1.214947184618295,0.4565017600722513,-0.1893333491711743,-0.1028233879668304,0.3306928565104745,0.0,0.0,0.0,0.0,0.0,0.0
18,18,255,0,0.6827702275377505,1.0831794714563945,0.4684879702036971,0.3264737248131952,0.7159724374762731,1.3898404012085974,-0.1468592457865423,-1.3136494210474905,-1.210880886656743,-0.2206028388467066,1.214947184618295,0.4565017600722513,-0.1893333491711743,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
19,19,255,0,0.6638593216473473,1.0814206912476438,0.3280044361918782,-0.7066210688476964,0.0267889106296424,0.1037740961307769,-1.4555799416646498,-1.3642572386294494,-1.1549608947453749,-0.1308216125437105,1.06082460349289,0.4565017600722513,-0.7892074397144313,-0.1028233879668304,-0.1741520476013403,0.0,0.0,0.0,0.0,0.0,0.0
20,20,255,0,0.6805546300526691,1.084265585164395,-0.4908140841330025,-0.7066210688476964,-0.4326667739347779,1.3898404012085974,-1.4555799416646498,-1.3136494210474905,-1.210880886656743,-0.2206028388467066,1.214947184618295,0.4565017600722513,-0.1893333491711743,-0.1028233879668304,1.2152261286172472,0.0,0.0,0.0,0.0,0.0,0.0
21,21,255,0,0.6834796789176558,1.0852357660406329,-0.559048992725689,-0.7066210688476964,-0.4326667739347779,1.3898404012085974,-1.4555799416646498,-1.3136494210474905,-1.210880886656743,-0.2206028388467066,1.214947184618295,0.4565017600722513,-0.1893333491711743,-0.1028233879668304,1.1814760514621396,0.0,0.0,0.0,0.0,0.0,0.0
